Rank,Name,Team,Pos,AVG,ESPN,CBS,Yahoo,Underdog,Fantrax,ESPN AAV,Status,Injury,Year
218,Daniel Gafford,WAS,C,160.5,139.65,-,143.7,191.4,167.07,-1.0,,,22
211,Max Strus,CLE,F,161.3,139.94,-,141.7,190.2,173.35,-1.0,,,22
180,Grant Williams,DAL,F,161.7,139.58,-,139.5,191.3,176.29,-1.0,,,22
176,Rui Hachimura,LAL,F,164.7,138.22,151.51,139.2,174.2,220.39,0.04,,,22
224,Danilo Gallinari,WAS,F,165.6,139.14,-,-,192,-,-1.0,,,22
224,Marko Simonovic,FA,C,166.0,140,-,-,192,-,-1.0,,,22
215,Gary Payton,GSW,G,166.5,139.74,-,143.1,191.9,191.25,-1.0,,,22
173,Kyle Anderson,MIN,F,169.4,138.83,-,138.8,184.5,215.43,0.12,,,22
180,Matisse Thybulle,POR,F,171.8,139.69,-,139.5,191.3,216.84,-1.0,,,22
174,Dennis Schroder,TOR,G,173.6,134.41,137.03,138.9,190,267.87,0.04,,,22
196,Tyus Jones,WAS,G,175.1,139.2,-,140.6,182.5,238.21,-1.0,,,22
186,Cameron Payne,SAS,G,181.5,139.56,-,139.8,190.5,256.27,-1.0,,,22
224,Caleb Martin,MIA,F,181.6,140.08,-,-,191.3,213.51,-1.0,,,22
224,Oshae Brissett,BOS,F,182.5,139.72,-,-,190.8,217.05,-1.0,,,22
224,Jeremy Sochan,SAS,F,182.8,139.95,-,-,168.3,240.28,0.88,,,22
113,Miles Bridges,CHA,F,183.4,139.55,138.33,117.8,189.1,332.1,0.04,,,22
224,Mark Williams,CHA,C,186.8,139.54,-,-,149.1,271.75,-1.0,,,22
195,Joe Harris,DET,G,187.3,140,150.52,140.5,190.8,314.44,-1.0,,,22
164,Marcus Morris,LAC,F,192.3,139.66,-,138.2,191.6,299.58,-1.0,,,22
147,Derrick Rose,MEM,G,192.9,139.61,153.45,134.8,190.9,345.73,-1.0,,,22
224,Cody Martin,CHA,G,196.9,139.67,-,-,191.1,259.8,-1.0,,,22
171,Shaedon Sharpe,POR,G,199.3,139.82,156.43,138.7,189.6,371.99,-1.0,,,22
177,Jose Alvarado,NOP,G,199.7,139.78,-,139.3,191.1,328.54,-1.0,,,22
180,Devonte' Graham,SAS,G,200.5,139.72,155.97,139.5,171.8,395.45,-1.0,,,22
152,Jae Crowder,MIL,F,200.6,139.75,-,136.3,191.8,334.72,-1.0,,,22
149,P.J. Tucker,PHI,F,201.7,139.64,-,135.4,191.4,340.5,-1.0,,,22
175,Damian Jones,CLE,C,202.0,140,-,139,191.9,337.23,-1.0,,,22
191,Grayson Allen,MIL,G,203.5,139.55,-,140.2,191.9,342.54,-1.0,,,22
224,Tre Mann,OKC,G,206.8,140,-,-,188.4,291.98,-1.0,,,22
224,Nikola Jovic,MIA,F,207.2,140,147.02,-,188.4,353.49,-1.0,,,22
224,Jeremiah Robinson-Earl,OKC,C,207.6,139.18,-,-,190.2,293.45,-1.0,,,22
224,T.J. Warren,FA,F,208.4,139.46,153.71,-,187.7,352.58,-1.0,,,22
161,Duncan Robinson,MIA,F,209.5,140,-,138,191,368.91,-1.0,,,22
129,Bol Bol,PHO,F,209.8,129.98,-,127.7,191.7,389.98,0.12,,,22
224,Nassir Little,POR,F,211.8,140,-,-,191.5,304.03,-1.0,,,22
224,Deni Avdija,WAS,F,213.9,139.31,-,-,171.6,330.7,-1.0,,,22
204,T.J. McConnell,IND,G,214.7,139.32,-,141.3,191.9,386.29,-1.0,,,22
201,Chuma Okeke,ORL,F,215.6,140,-,141,-,365.9,-1.0,,,22
166,Alec Burks,DET,G,215.6,138.77,-,138.4,192,393.05,-1.0,,,22
209,Coby White,CHI,G,219.4,139.7,-,141.5,191.5,404.7,-1.0,,,22
222,Royce O'Neale,BKN,F,220.4,139.29,-,147.3,191.6,403.45,-1.0,,,22
224,Zach Collins,SAS,C,220.5,139.62,152.47,-,191.8,397.95,-1.0,,,22
188,Donte DiVincenzo,NYK,G,221.7,138.32,-,139.9,191.1,417.54,-1.0,,,22
224,Quentin Grimes,NYK,G,226.3,140,-,-,191.8,347.23,-1.0,,,22
224,Eric Gordon,PHO,G,227.7,140,160.63,-,191.6,418.65,-1.0,,,22
170,Patty Mills,ATL,G,228.2,140,-,138.6,191.7,442.33,-1.0,,,22
224,Isaiah Roby,NYK,F,229.0,139.88,-,-,-,318.17,-1.0,,,22
224,Nickeil Alexander-Walker,MIN,G,230.7,140,-,-,191.6,360.51,-1.0,,,22
224,Ziaire Williams,MEM,F,231.2,139.74,-,-,191.6,362.25,-1.0,,,22
224,Jaylen Nowell,FA,G,231.8,140,-,-,191.7,363.7,-1.0,,,22
224,Killian Hayes,DET,G,233.8,139.46,-,-,191.4,370.63,0.08,,,22
224,Terance Mann,LAC,G,237.4,139.4,-,-,191.9,380.83,-1.0,,,22
224,Ricky Rubio,CLE,G,237.9,140,-,-,191.8,381.92,-1.0,,,22
224,Jalen McDaniels,TOR,F,239.1,138.89,-,-,191.9,386.56,-1.0,,,22
224,Doug McDermott,SAS,F,239.4,139.7,156.43,-,192,469.6,-1.0,,,22
224,Day'Ron Sharpe,BKN,C,241.3,140,-,-,192,391.82,-1.0,,,22
224,Dyson Daniels,NOP,G,242.2,139.72,-,-,187.7,399.2,-1.0,,,22
224,Isaiah Livers,DET,F,247.2,140,-,-,-,354.47,-1.0,,,22
224,Josh Christopher,MEM,G,248.6,140,-,-,190.9,415.04,-1.0,,,22
224,Drew Eubanks,PHO,C,249.8,140,-,-,-,359.56,-1.0,,,22
224,Lonnie Walker,BKN,F,250.0,138.81,-,-,190.5,420.67,0.04,,,22
224,Reggie Bullock,SAS,F,251.8,139.42,-,-,191.9,424.02,-1.0,,,22
224,Ochai Agbaji,UTA,G,253.5,139.53,-,-,191.7,429.17,-1.0,,,22
224,Luke Kennard,MEM,G,254.0,139.74,-,-,191.9,430.42,-1.0,,,22
224,Jalen Johnson,ATL,F,254.5,140,-,-,191.9,431.6,-1.0,,,22
224,DeAndre Jordan,DEN,C,255.2,139.68,-,-,191.7,434.24,0.12,,,22
224,Javonte Green,FA,F,255.2,140,-,-,192,433.73,-1.0,,,22
224,Larry Nance,NOP,F,257.9,140.08,-,-,191.7,441.9,-1.0,,,22
224,Isaac Okoro,CLE,F,259.1,139.92,-,-,192,445.51,-1.0,,,22
224,TyTy Washington,MIL,G,260.6,140,-,-,191.8,450.13,-1.0,,,22
224,Austin Reaves,LAL,G,262.5,138.83,-,-,191.5,457.05,0.04,,,22
224,Omer Yurtseven,UTA,C,270.0,140,-,-,-,400.06,-1.0,,,22
224,Trey Lyles,SAC,F,272.2,140,-,-,-,404.46,-1.0,,,22
224,Juancho Hernangomez,FA,F,272.9,140,-,-,-,405.75,-1.0,,,22
224,Jaxson Hayes,LAL,C,279.6,140,-,-,-,419.11,-1.0,,,22
224,Juan Toscano-Anderson,FA,F,282.3,140,-,-,-,424.69,-1.0,,,22
224,Dwight Powell,DAL,C,283.9,139.93,-,-,-,427.86,-1.0,,,22
224,Nicolas Batum,LAC,F,284.3,140,-,-,-,428.67,-1.0,,,22
224,Nick Richards,CHA,C,284.5,140,-,-,-,429.08,-1.0,,,22
224,Jake LaRavia,MEM,F,285.3,140,-,-,-,430.63,-1.0,,,22
224,Dewayne Dedmon,FA,C,287.4,140,-,-,-,434.75,-1.0,,,22
224,Goga Bitadze,ORL,C,289.3,140,-,-,-,438.6,-1.0,,,22
224,Willy Hernangomez,FA,C,290.7,140,-,-,-,441.33,-1.0,,,22
224,Paul Reed,PHI,F,291.0,139.75,-,-,-,442.33,-1.0,,,22
224,Otto Porter,TOR,F,291.5,139.61,-,-,-,443.44,-1.0,,,22
224,Nerlens Noel,SAC,C,293.4,139.53,-,-,-,447.24,-1.0,,,22
224,Jeff Green,HOU,F,293.8,140,-,-,-,447.51,-1.0,,,22
224,Dario Saric,GSW,F,293.8,139.74,-,-,-,447.87,-1.0,,,22
224,Moritz Wagner,ORL,C,296.6,140,-,-,-,453.2,-1.0,,,22
224,Blake Wesley,SAS,G,299.4,140,-,-,-,458.7,-1.0,,,22
224,Gabe Vincent,LAL,G,300.8,140,-,-,-,461.69,-1.0,,,22
224,Bismack Biyombo,FA,C,304.1,140,-,-,-,468.15,-1.0,,,22
