Rank,Name,Team,Pos,AVG,ESPN,CBS,Yahoo,Underdog,Fantrax,ESPN AAV,Status,Injury,Year
377,Devin Harris,FA,G,140.0,140,-,-,-,-,-1.0,,,21
377,Corey Brewer,FA,F,140.0,140,-,-,-,-,-1.0,,,21
377,Mangok Mathiang,FA,C,140.0,140,-,-,-,-,-1.0,,,21
377,Markieff Morris,DAL,F,140.0,139.98,-,-,-,-,-1.0,,,21
377,Vlatko Cancar,DEN,F,140.0,140,-,-,-,-,-1.0,,,21
377,Donald Sloan,FA,G,140.0,139.98,-,-,-,-,-1.0,,,21
377,JJ Redick,FA,G,140.0,139.98,-,-,-,-,-1.0,,,21
377,Jaylen Nowell,FA,G,140.0,139.98,-,-,-,-,-1.0,,,21
377,Glenn Robinson,FA,F,140.0,139.98,-,-,-,-,-1.0,,,21
377,Alen Smailagic,FA,F,140.0,139.98,-,-,-,-,-1.0,,,21
377,Emmanuel Mudiay,FA,G,140.0,139.98,-,-,-,-,-1.0,,,21
377,Kostas Papanikolaou,FA,F,140.0,139.98,-,-,-,-,-1.0,,,21
377,Justin Patton,FA,C,140.0,139.98,-,-,-,-,-1.0,,,21
377,Johnathan Williams,FA,C,140.0,139.98,-,-,-,-,-1.0,,,21
377,Omer Asik,FA,C,140.0,139.98,-,-,-,-,-1.0,,,21
377,Keita Bates-Diop,PHO,F,140.0,139.98,-,-,-,-,-1.0,,,21
377,Guerschon Yabusele,FA,F,140.0,139.98,-,-,-,-,-1.0,,,21
377,Marcus Paige,FA,G,140.0,139.98,-,-,-,-,-1.0,,,21
377,David West,FA,F,140.0,139.97,-,-,-,-,-1.0,,,21
377,Theo Pinson,FA,G,140.0,139.97,-,-,-,-,-1.0,,,21
377,Anzejs Pasecniks,FA,C,140.0,139.97,-,-,-,-,-1.0,,,21
377,Jordan Bell,FA,C,140.0,139.97,-,-,-,-,-1.0,,,21
377,Josh Smith,FA,F,140.0,139.97,-,-,-,-,-1.0,,,21
377,Kirk Hinrich,FA,G,140.0,139.97,-,-,-,-,-1.0,,,21
377,Deonte Burton,FA,F,140.0,139.97,-,-,-,-,-1.0,,,21
377,Jimmer Fredette,FA,G,140.0,139.97,-,-,-,-,-1.0,,,21
377,Justin Jackson,FA,F,140.0,139.97,-,-,-,-,-1.0,,,21
377,Russ Smith,FA,G,140.0,139.97,-,-,-,-,-1.0,,,21
377,Damyean Dotson,FA,G,140.0,139.97,-,-,-,-,-1.0,,,21
377,Maurice Harkless,FA,F,140.0,139.98,-,-,-,-,-1.0,,,21
377,Sasha Kaun,FA,C,140.0,139.97,-,-,-,-,-1.0,,,21
377,Deividas Sirvydis,FA,F,140.0,139.98,-,-,-,-,-1.0,,,21
377,Briante Weber,FA,G,140.0,139.98,-,-,-,-,-1.0,,,21
377,Lance Thomas,FA,F,140.0,140,-,-,-,-,-1.0,,,21
377,Dion Waiters,FA,G,140.0,140,-,-,-,-,-1.0,,,21
377,C.J. Watson,FA,G,140.0,140,-,-,-,-,-1.0,,,21
377,Damion Lee,PHO,G,140.0,140,-,-,-,-,0.02,,,21
377,Luka Samanic,UTA,F,140.0,140,-,-,-,-,-1.0,,,21
377,Admiral Schofield,ORL,F,140.0,140,-,-,-,-,-1.0,,,21
377,David Wear,FA,F,140.0,140,-,-,-,-,-1.0,,,21
377,Johnny O'Bryant,FA,F,140.0,139.99,-,-,-,-,-1.0,,,21
377,Daniel Ochefu,FA,C,140.0,139.99,-,-,-,-,-1.0,,,21
377,Travis Wear,FA,F,140.0,139.99,-,-,-,-,-1.0,,,21
377,Marial Shayok,FA,G,140.0,139.99,-,-,-,-,-1.0,,,21
377,Luc Mbah a Moute,FA,F,140.0,139.98,-,-,-,-,-1.0,,,21
377,Frank Mason,FA,G,140.0,139.99,-,-,-,-,-1.0,,,21
377,Furkan Aldemir,FA,F,140.0,139.99,-,-,-,-,-1.0,,,21
377,Xavier Silas,FA,G,140.0,139.99,-,-,-,-,-1.0,,,21
377,Chris Bosh,FA,F,140.0,139.99,-,-,-,-,0.01,,,21
377,Gian Clavell,FA,G,140.0,139.99,-,-,-,-,-1.0,,,21
377,Tremont Waters,FA,G,140.0,139.98,-,-,-,-,-1.0,,,21
377,B.J. Johnson,FA,G,140.0,139.98,-,-,-,-,-1.0,,,21
377,James Webb,FA,F,140.0,139.98,-,-,-,-,-1.0,,,21
377,Arinze Onuaku,FA,C,140.0,139.98,-,-,-,-,-1.0,,,21
377,Chinanu Onuaku,FA,C,140.0,139.98,-,-,-,-,-1.0,,,21
377,Tony Allen,FA,G,140.0,139.98,-,-,-,-,-1.0,,,21
377,Jordan McRae,FA,G,140.0,139.98,-,-,-,-,-1.0,,,21
377,Skylar Mays,FA,G,140.0,139.99,-,-,-,-,-1.0,,,21
377,Anthony Morrow,FA,G,140.0,140,-,-,-,-,-1.0,,,21
377,Aaron White,FA,F,140.0,139.97,-,-,-,-,-1.0,,,21
377,Jeremy Pargo,FA,G,140.0,139.97,-,-,-,-,-1.0,,,21
377,Bruno Caboclo,FA,F,140.0,139.96,-,-,-,-,-1.0,,,21
377,Jacob Wiley,FA,F,140.0,139.96,-,-,-,-,-1.0,,,21
377,Luis Scola,FA,F,140.0,139.96,-,-,-,-,-1.0,,,21
377,Mfiondu Kabengele,FA,C,140.0,139.96,-,-,-,-,-1.0,,,21
377,Reggie Perry,FA,C,140.0,139.96,-,-,-,-,-1.0,,,21
377,Joakim Noah,FA,C,140.0,139.96,-,-,-,-,-1.0,,,21
377,Jared Sullinger,FA,F,140.0,139.95,-,-,-,-,-1.0,,,21
377,D.J. Stephens,FA,F,140.0,139.95,-,-,-,-,-1.0,,,21
377,Tomas Satoransky,FA,G,140.0,139.95,-,-,-,-,0.07,,,21
377,Zaza Pachulia,FA,C,140.0,139.95,-,-,-,-,0.01,,,21
377,Karim Mane,FA,G,140.0,139.95,-,-,-,-,-1.0,,,21
377,Chris Johnson,FA,F,140.0,139.96,-,-,-,-,-1.0,,,21
377,Alec Peters,FA,F,140.0,139.95,-,-,-,-,-1.0,,,21
377,Kyle Korver,FA,G,140.0,139.95,-,-,-,-,-1.0,,,21
377,Patrick Christopher,FA,G,140.0,139.95,-,-,-,-,-1.0,,,21
377,Tony Snell,FA,F,140.0,139.95,-,-,-,-,-1.0,,,21
377,Frank Jackson,FA,G,140.0,139.95,-,-,-,-,-1.0,,,21
377,Mychal Mulder,FA,G,140.0,139.95,-,-,-,-,-1.0,,,21
377,Walter Tavares,FA,C,140.0,139.95,-,-,-,-,-1.0,,,21
377,Chuck Hayes,FA,C,140.0,139.95,-,-,-,-,-1.0,,,21
377,Quincy Pondexter,FA,F,140.0,139.95,-,-,-,-,-1.0,,,21
377,Patrick McCaw,FA,F,140.0,139.95,-,-,-,-,-1.0,,,21
377,Louis Labeyrie,FA,F,140.0,139.95,-,-,-,-,-1.0,,,21
377,Trey Lyles,SAC,F,140.0,139.95,-,-,-,-,-1.0,,,21
377,Tibor Pleiss,FA,C,140.0,139.95,-,-,-,-,-1.0,,,21
377,KZ Okpala,FA,F,140.0,139.97,-,-,-,-,-1.0,,,21
377,Tyler Cavanaugh,FA,F,140.0,140,-,-,-,-,-1.0,,,21
377,Avery Bradley,FA,G,140.0,139.96,-,-,-,-,-1.0,,,21
377,Mitch Creek,FA,G,140.0,139.97,-,-,-,-,-1.0,,,21
377,Isaiah Briscoe,FA,G,140.0,139.97,-,-,-,-,-1.0,,,21
377,Lamar Patterson,FA,G,140.0,139.97,-,-,-,-,-1.0,,,21
377,Michael Beasley,FA,F,140.0,139.97,-,-,-,-,-1.0,,,21
377,James McAdoo,FA,F,140.0,139.97,-,-,-,-,-1.0,,,21
377,Tiago Splitter,FA,C,140.0,139.97,-,-,-,-,-1.0,,,21
377,Marquese Chriss,FA,C,140.0,139.97,-,-,-,-,-1.0,,,21
377,Brandon Jennings,FA,G,140.0,139.97,-,-,-,-,-1.0,,,21
377,Derrick Walton,FA,G,140.0,139.97,-,-,-,-,-1.0,,,21
377,Luol Deng,FA,F,140.0,139.97,-,-,-,-,-1.0,,,21
377,DeVaughn Akoon-Purcell,FA,F,140.0,139.97,-,-,-,-,-1.0,,,21
377,Mitch McGary,FA,F,140.0,139.96,-,-,-,-,-1.0,,,21
377,Alex Stepheson,FA,F,140.0,139.97,-,-,-,-,-1.0,,,21
377,Greg Whittington,FA,F,140.0,139.96,-,-,-,-,-1.0,,,21
377,Chimezie Metu,PHO,C,140.0,139.96,-,-,-,-,-1.0,,,21
377,Brandon Paul,FA,G,140.0,139.96,-,-,-,-,-1.0,,,21
377,Shaquille Harrison,MEM,G,140.0,139.96,-,-,-,-,-1.0,,,21
377,Nick Young,FA,G,140.0,139.96,-,-,-,-,-1.0,,,21
377,Adreian Payne,FA,F,140.0,139.96,-,-,-,-,-1.0,,,21
377,Shayne Whittington,FA,C,140.0,139.96,-,-,-,-,-1.0,,,21
377,Tony Carr,FA,G,140.0,139.96,-,-,-,-,-1.0,,,21
377,Lamar Stevens,FA,F,140.0,139.96,-,-,-,-,-1.0,,,21
377,Chris Silva,FA,C,140.0,139.96,-,-,-,-,-1.0,,,21
377,Andrew Bogut,FA,C,140.0,139.96,-,-,-,-,-1.0,,,21
377,Vit Krejci,FA,G,140.0,139.96,-,-,-,-,-1.0,,,21
377,Toney Douglas,FA,G,140.0,140,-,-,-,-,-1.0,,,21
377,Julyan Stone,FA,G,140.0,139.96,-,-,-,-,-1.0,,,21
377,Ryan Hollins,FA,C,140.0,140,-,-,-,-,-1.0,,,21
377,Matt Bonner,FA,F,140.0,140,-,-,-,-,-1.0,,,21
377,Caron Butler,FA,F,140.0,140,-,-,-,-,-1.0,,,21
377,Nazr Mohammed,FA,C,140.0,140,-,-,-,-,-1.0,,,21
377,Anthony Tolliver,FA,F,140.0,140,-,-,-,-,-1.0,,,21
377,Carl Landry,FA,F,140.0,140,-,-,-,-,-1.0,,,21
377,Arron Afflalo,FA,G,140.0,140,-,-,-,-,-1.0,,,21
377,Marco Belinelli,FA,G,140.0,140,-,-,-,-,-1.0,,,21
377,Roy Hibbert,FA,C,140.0,140,-,-,-,-,-1.0,,,21
377,Kyle Guy,FA,G,140.0,140,-,-,-,-,-1.0,,,21
377,Zeke Nnaji,DEN,F,140.0,140,-,-,-,-,-1.0,,,21
377,Anthony Gill,WAS,F,140.0,140,-,-,-,-,-1.0,,,21
377,Omri Casspi,FA,F,140.0,140,-,-,-,-,-1.0,,,21
377,Leandro Bolmaro,FA,G,140.0,140,-,-,-,-,-1.0,,,21
377,Jarrell Brantley,FA,F,140.0,140,-,-,-,-,-1.0,,,21
377,Walter Lemon,FA,G,140.0,140,-,-,-,-,-1.0,,,21
377,Erik McCree,FA,F,140.0,140,-,-,-,-,-1.0,,,21
377,London Perrantes,FA,G,140.0,140,-,-,-,-,-1.0,,,21
377,Charles Cooke,FA,G,140.0,140,-,-,-,-,-1.0,,,21
377,Wes Iwundu,FA,F,140.0,140,-,-,-,-,-1.0,,,21
377,Kostas Antetokounmpo,FA,F,140.0,140,-,-,-,-,-1.0,,,21
377,Jacob Evans,FA,G,140.0,140,-,-,-,-,-1.0,,,21
377,Ignas Brazdeikis,FA,F,140.0,140,-,-,-,-,-1.0,,,21
377,Adam Mokoka,FA,G,140.0,140,-,-,-,-,-1.0,,,21
377,Emanuel Terry,FA,C,140.0,140,-,-,-,-,-1.0,,,21
377,Ty-Shon Alexander,FA,G,140.0,140,-,-,-,-,-1.0,,,21
377,Trevon Bluiett,FA,F,140.0,140,-,-,-,-,-1.0,,,21
377,Jodie Meeks,FA,G,140.0,140,-,-,-,-,-1.0,,,21
377,Jeremy Evans,FA,F,140.0,140,-,-,-,-,-1.0,,,21
377,Ekpe Udoh,FA,C,140.0,140,-,-,-,-,-1.0,,,21
377,Ike Anigbogu,FA,C,140.0,140,-,-,-,-,-1.0,,,21
377,Jalen Jones,FA,F,140.0,140,-,-,-,-,-1.0,,,21
377,Reggie Hearn,FA,G,140.0,140,-,-,-,-,-1.0,,,21
377,Alex Poythress,FA,F,140.0,140,-,-,-,-,-1.0,,,21
377,Cameron Bairstow,FA,F,140.0,140,-,-,-,-,-1.0,,,21
377,Semaj Christon,FA,G,140.0,140,-,-,-,-,-1.0,,,21
377,Troy Daniels,FA,G,140.0,140,-,-,-,-,-1.0,,,21
377,James Nunnally,FA,F,140.0,140,-,-,-,-,-1.0,,,21
377,Ian Clark,FA,G,140.0,140,-,-,-,-,-1.0,,,21
377,Henry Sims,FA,C,140.0,140,-,-,-,-,-1.0,,,21
377,Cole Aldrich,FA,C,140.0,140,-,-,-,-,-1.0,,,21
377,Jordan Hamilton,FA,F,140.0,140,-,-,-,-,-1.0,,,21
377,Treveon Graham,FA,F,140.0,140,-,-,-,-,-1.0,,,21
377,Rakeem Christmas,FA,F,140.0,140,-,-,-,-,-1.0,,,21
377,Elijah Millsap,FA,G,140.0,140,-,-,-,-,-1.0,,,21
377,Xavier Munford,FA,G,140.0,140,-,-,-,-,-1.0,,,21
377,Julian Washburn,FA,F,140.0,140,-,-,-,-,-1.0,,,21
377,Jordan Sibert,FA,G,140.0,140,-,-,-,-,-1.0,,,21
377,J.J. O'Brien,FA,F,140.0,140,-,-,-,-,-1.0,,,21
377,Maurice Ndour,FA,F,140.0,140,-,-,-,-,-1.0,,,21
377,Nikola Milutinov,FA,C,140.0,140,-,-,-,-,-1.0,,,21
377,Greg Smith,FA,F,140.0,140,-,-,-,-,-1.0,,,21
377,Shelvin Mack,FA,G,140.0,140,-,-,-,-,-1.0,,,21
377,Thomas Robinson,FA,C,140.0,140,-,-,-,-,-1.0,,,21
377,Diamond Stone,FA,C,140.0,140,-,-,-,-,-1.0,,,21
377,Cory Joseph,GSW,G,140.0,140,-,-,-,-,-1.0,,,21
377,Nik Stauskas,FA,G,140.0,140,-,-,-,-,-1.0,,,21
377,Brandon Bass,FA,F,140.0,140,-,-,-,-,-1.0,,,21
377,George King,FA,G,140.0,140,-,-,-,-,-1.0,,,21
377,Tyler Cook,FA,F,140.0,140,-,-,-,-,-1.0,,,21
377,Sekou Doumbouya,FA,F,140.0,140,-,-,-,-,-1.0,,,21
377,Dewan Hernandez,FA,C,140.0,140,-,-,-,-,-1.0,,,21
377,Sergey Karasev,FA,G,140.0,140,-,-,-,-,-1.0,,,21
377,Mirza Teletovic,FA,F,140.0,140,-,-,-,-,-1.0,,,21
377,Ray McCallum,FA,G,140.0,140,-,-,-,-,-1.0,,,21
377,James Jones,FA,F,140.0,140,-,-,-,-,-1.0,,,21
377,Mike Dunleavy,FA,F,140.0,140,-,-,-,-,-1.0,,,21
377,Dwight Buycks,FA,G,140.0,140,-,-,-,-,-1.0,,,21
377,Eric Moreland,FA,F,140.0,140,-,-,-,-,-1.0,,,21
377,Sim Bhullar,FA,C,140.0,140,-,-,-,-,-1.0,,,21
377,Wade Baldwin,FA,G,140.0,140,-,-,-,-,-1.0,,,21
377,Malcolm Miller,FA,F,140.0,140,-,-,-,-,-1.0,,,21
377,Darrell Arthur,FA,F,140.0,140,-,-,-,-,-1.0,,,21
377,Marreese Speights,FA,F,140.0,140,-,-,-,-,-1.0,,,21
377,Satnam Singh Bhamara,FA,C,140.0,140,-,-,-,-,-1.0,,,21
377,Olivier Hanlan,FA,G,140.0,140,-,-,-,-,-1.0,,,21
377,Jarell Martin,FA,F,140.0,140,-,-,-,-,-1.0,,,21
377,Branden Dawson,FA,F,140.0,140,-,-,-,-,-1.0,,,21
377,Jordan Mickey,FA,F,140.0,140,-,-,-,-,-1.0,,,21
377,Brandon Goodwin,FA,G,140.0,140,-,-,-,-,-1.0,,,21
377,J.P. Macura,FA,G,140.0,140,-,-,-,-,-1.0,,,21
377,Bonzie Colson,FA,F,140.0,140,-,-,-,-,-1.0,,,21
377,Isaia Cordinier,FA,G,140.0,140,-,-,-,-,-1.0,,,21
377,Eric Mika,FA,C,140.0,140,-,-,-,-,-1.0,,,21
377,Johnathan Motley,FA,C,140.0,140,-,-,-,-,-1.0,,,21
377,Michael Gbinije,FA,G,140.0,140,-,-,-,-,-1.0,,,21
377,Malcolm Delaney,FA,G,140.0,140,-,-,-,-,-1.0,,,21
377,Nathan Knight,NYK,C,140.0,140,-,-,-,-,-1.0,,,21
377,Emeka Okafor,FA,C,140.0,140,-,-,-,-,-1.0,,,21
377,Devon Dotson,FA,G,140.0,140,-,-,-,-,-1.0,,,21
377,DaQuan Jeffries,NYK,F,140.0,140,-,-,-,-,-1.0,,,21
377,Ivan Rabb,FA,C,140.0,140,-,-,-,-,-1.0,,,21
377,Jaron Blossomgame,FA,F,140.0,140,-,-,-,-,-1.0,,,21
377,Michael Cobbins,FA,F,140.0,140,-,-,-,-,-1.0,,,21
377,Sasha Vujacic,FA,G,140.0,140,-,-,-,-,-1.0,,,21
377,Troy Caupain,FA,G,140.0,140,-,-,-,-,-1.0,,,21
377,Sheldon Mac,FA,G,140.0,140,-,-,-,-,-1.0,,,21
377,Troy Williams,FA,F,140.0,140,-,-,-,-,-1.0,,,21
377,David Michineau,FA,G,140.0,140,-,-,-,-,-1.0,,,21
377,Chandler Hutchison,FA,F,140.0,140,-,-,-,-,-1.0,,,21
377,Sindarius Thornwell,FA,G,140.0,140,-,-,-,-,-1.0,,,21
377,Sam Dekker,FA,F,140.0,140,-,-,-,-,-1.0,,,21
890,Dennis Smith,BKN,G,140.1,140.11,-,-,-,-,0.06,,,21
890,Goran Dragic,FA,G,140.1,138.87,118.9,-,162.6,-,0.13,,,21
890,Tre Jones,SAS,G,140.1,140,-,140.2,-,-,-1.0,,,21
890,Jeff Green,HOU,F,140.1,140.05,-,-,-,-,0.04,,,21
890,Mike Muscala,WAS,C,140.1,140.09,-,-,-,-,0.02,,,21
890,Jordan McLaughlin,MIN,G,140.1,140.05,-,-,-,-,0.02,,,21
896,Frank Kaminsky,FA,C,140.2,140.21,-,-,-,-,0.03,,,21
896,Shabazz Napier,FA,G,140.2,140.22,-,-,-,-,0.06,,,21
896,Trey Burke,FA,G,140.2,140.21,-,-,-,-,0.02,,,21
896,Dewayne Dedmon,FA,C,140.2,140.23,-,-,-,-,0.07,,,21
896,Trevor Ariza,FA,F,140.2,140.17,-,-,-,-,0.03,,,21
896,Jarrett Culver,FA,F,140.2,140.22,-,-,-,-,0.02,,,21
902,JaMychal Green,FA,F,140.3,140.31,-,-,-,-,0.03,,,21
902,Aron Baynes,FA,C,140.3,140.27,-,-,-,-,0.03,,,21
902,James Johnson,FA,F,140.3,140.27,-,-,-,-,0.06,,,21
902,Alex Len,SAC,C,140.3,140.33,-,-,-,-,0.02,,,21
902,Moritz Wagner,ORL,C,140.3,140.28,-,-,-,-,0.03,,,21
902,John Konchar,MEM,G,140.3,140.29,-,-,-,-,0.02,,,21
902,Michael Carter-Williams,FA,G,140.3,140.3,-,-,-,-,0.05,,,21
902,Sterling Brown,FA,G,140.3,140.31,-,-,-,-,0.02,,,21
902,Willy Hernangomez,FA,C,140.3,140.28,-,-,-,-,0.06,,,21
911,David Nwaba,FA,F,140.4,140.36,-,-,-,-,0.03,,,21
911,Marvin Williams,FA,F,140.4,140.35,-,-,-,-,0.03,,,21
911,Grayson Allen,MIL,G,140.4,140.38,-,-,-,-,0.02,,,21
911,Gorgui Dieng,FA,C,140.4,140.4,-,-,-,-,0.06,,,21
911,Kris Dunn,UTA,G,140.4,140.4,-,-,-,-,0.03,,,21
911,Willie Cauley-Stein,FA,C,140.4,140.44,-,-,-,-,0.03,,,21
911,Garrett Temple,TOR,G,140.4,140.44,-,-,-,-,0.06,,,21
918,Bismack Biyombo,FA,C,140.5,140.47,-,-,-,-,0.03,,,21
918,Jabari Parker,FA,F,140.5,140.45,-,-,-,-,0.03,,,21
918,Yogi Ferrell,FA,G,140.5,140.51,-,-,-,-,0.02,,,21
921,Serge Ibaka,FA,C,140.6,120.47,147.61,108.8,185.5,-,0.8,,,21
921,Wayne Ellington,FA,G,140.6,140.61,-,-,-,-,0.02,,,21
923,Hamidou Diallo,FA,F,140.7,140.39,-,141,-,-,0.03,,,21
924,Kevin Huerter,SAC,G,141.6,123.12,153.33,149,141,-,0.8,,,21
925,Tyus Jones,WAS,G,142.0,140.04,-,144,-,-,0.11,,,21
926,Duncan Robinson,MIA,F,143.0,138.68,146.54,139.8,147.1,-,0.1,,,21
927,James Wiseman,DET,C,143.4,135.21,139.03,131.7,167.5,-,0.28,,,21
928,Luguentz Dort,OKC,F,144.0,139.57,143.53,142.8,149.9,-,0.06,,,21
929,Monte Morris,DET,G,144.1,140.28,146.44,135.9,153.8,-,0.11,,,21
930,Cody Zeller,NOP,C,144.8,140.01,149.64,-,-,-,0.11,,,21
931,Patrick Williams,CHI,F,145.0,139.62,162.27,135.3,142.8,-,0.07,,,21
931,Bobby Portis,MIL,F,145.0,138.36,139.19,117.1,185.3,-,0.28,,,21
933,Jae Crowder,MIL,F,145.3,138.7,146.96,123.6,172,-,0.11,,,21
934,Killian Hayes,DET,G,145.4,140.06,150.71,137,154,-,-1.0,,,21
934,Anfernee Simons,POR,G,145.4,140.04,-,104.4,191.9,-,0.01,,,21
936,Aleksej Pokusevski,OKC,F,145.6,140.14,150.07,120,172.3,-,-1.0,,,21
937,Terance Mann,LAC,G,145.9,139.93,153.03,-,144.8,-,0.01,,,21
938,Obi Toppin,IND,F,146.0,139.68,-,119.6,178.7,-,-1.0,,,21
939,Coby White,CHI,G,146.4,110.42,-,-,182.3,-,0.98,,,21
940,T.J. McConnell,IND,G,147.8,131.42,150.17,147.3,162.2,-,0.54,,,21
941,Seth Curry,DAL,G,148.0,134.56,146.42,139.9,171,-,0.17,,,21
941,Isaiah Jackson,IND,C,148.0,-,-,148,-,-,-1.0,,,21
943,Isaiah Roby,NYK,F,148.2,140.05,-,149.8,154.7,-,-1.0,,,21
943,Kevin Love,MIA,F,148.2,139.93,131.23,134.5,187.2,-,0.04,,,21
945,Danilo Gallinari,WAS,F,148.8,138.25,123.68,143.3,189.8,-,0.09,,,21
946,Patty Mills,ATL,G,150.0,139.85,149.79,120.3,190,-,0.07,,,21
947,Terrence Ross,FA,F,150.1,136.24,130.38,-,183.7,-,0.41,,,21
948,Carmelo Anthony,FA,F,150.2,130.13,153.11,133.3,184.3,-,0.23,,,21
949,Josh Richardson,MIA,G,150.3,133.56,-,-,167,-,0.52,,,21
950,Enes Freedom,FA,C,150.4,109.36,-,-,191.5,-,1.33,,,21
951,Jose Alvarado,NOP,G,150.6,-,-,150.6,-,-,-1.0,,,21
952,Donte DiVincenzo,NYK,G,151.1,129.4,-,136.8,187.1,-,0.8,,,21
953,Cam Reddish,LAL,F,151.5,140.23,151.84,-,162.4,-,0.02,,,21
954,De'Anthony Melton,PHI,G,151.6,139.91,-,140.7,174.1,-,0.11,,,21
955,Chris Duarte,SAC,F,152.3,-,-,117.4,187.1,-,-1.0,,,21
956,Hassan Whiteside,FA,C,152.6,136.91,145.02,138.9,189.7,-,0.04,,,21
957,Josh Hart,NYK,F,152.8,139.46,150.05,138.9,182.9,-,0.12,,,21
958,Jaden McDaniels,MIN,F,153.0,139.94,155.58,146.4,170.2,-,-1.0,,,21
959,P.J. Tucker,PHI,F,153.8,140.26,-,129.3,191.9,-,0.1,,,21
959,DeMarcus Cousins,FA,C,153.8,115.76,-,-,191.8,-,0.91,,,21
961,Davion Mitchell,SAC,G,153.9,-,143.61,141.9,176.2,-,-1.0,,,21
962,Onyeka Okongwu,ATL,C,154.1,139.97,-,130.2,192,-,-1.0,,,21
962,Kevon Looney,GSW,C,154.1,139.78,-,130.5,191.9,-,0.02,,,21
964,Kentavious Caldwell-Pope,DEN,G,154.2,139.58,-,131.1,191.8,-,0.16,,,21
965,Thomas Bryant,MIA,C,154.5,139.78,137.54,150,190.6,-,-1.0,,,21
966,Devin Vassell,SAS,F,155.0,140.42,-,132.7,191.9,-,0.02,,,21
967,Chuma Okeke,ORL,F,155.3,139.95,156.63,152.3,172.2,-,-1.0,,,21
967,Alec Burks,DET,G,155.3,139.47,-,134.3,192,-,0.07,,,21
969,Jarred Vanderbilt,LAL,F,155.5,139.99,-,134.6,191.8,-,-1.0,,,21
970,Royce O'Neale,BKN,F,155.6,139.67,-,-,171.5,-,0.1,,,21
971,Cameron Johnson,BKN,F,155.8,140.06,156.41,145.3,181.5,-,0.06,,,21
972,Kendrick Nunn,FA,G,155.9,120.98,-,-,190.9,-,0.89,,,21
973,Lonnie Walker,BKN,F,156.8,140.44,-,138.3,191.7,-,0.03,,,21
974,JaVale McGee,SAC,C,157.0,139.81,-,139.3,191.8,-,0.07,,,21
974,Markelle Fultz,ORL,G,157.0,139.93,150.86,147.9,189.5,-,-1.0,,,21
976,Jalen Smith,IND,F,157.1,139.79,-,140.1,191.5,-,-1.0,,,21
977,Matisse Thybulle,POR,F,157.7,139.84,-,142.4,190.8,-,0.11,,,21
978,Nic Claxton,BKN,C,157.8,139.79,-,142.4,191.1,-,-1.0,,,21
979,Bruce Brown,IND,G,158.1,140.09,-,143.3,190.9,-,0.06,,,21
979,Alex Caruso,CHI,G,158.1,138.47,-,146.4,189.5,-,0.04,,,21
981,Patrick Beverley,PHI,G,158.4,139.71,-,143.8,191.7,-,0.11,,,21
982,Dorian Finney-Smith,BKN,F,158.6,140.29,-,150.3,185.1,-,0.07,,,21
983,Franz Wagner,ORL,F,158.7,-,-,125.5,191.8,-,-1.0,,,21
983,Javonte Green,FA,F,158.7,139.96,-,144.7,191.5,-,-1.0,,,21
985,Eric Gordon,PHO,G,159.3,139.19,147.35,-,191.3,-,0.17,,,21
986,Delon Wright,WAS,G,159.4,126.97,-,-,191.9,-,0.45,,,21
987,DeAndre Jordan,DEN,C,160.5,129.91,-,-,191,-,0.54,,,21
988,Malik Monk,SAC,G,160.6,140.08,-,149.8,191.9,-,0.03,,,21
989,Josh Jackson,FA,F,160.7,140.14,150.57,-,191.4,-,0.07,,,21
990,Doug McDermott,SAS,F,160.9,140.22,152.92,-,189.6,-,0.03,,,21
991,Daniel Theis,IND,C,161.1,138.78,-,-,183.4,-,0.13,,,21
992,Kenyon Martin,LAC,F,161.3,139.87,-,-,182.7,-,-1.0,,,21
993,Nicolas Batum,LAC,F,161.8,138.41,155.27,-,191.6,-,0.36,,,21
994,Bones Hyland,LAC,G,162.0,-,-,134.4,189.6,-,-1.0,,,21
995,Danny Green,FA,G,163.5,137.92,-,-,189,-,0.09,,,21
996,Lou Williams,FA,G,163.7,135.49,-,-,191.9,-,0.13,,,21
997,Naji Marshall,NOP,F,163.9,140,-,-,187.7,-,-1.0,,,21
998,Dwight Howard,FA,C,164.0,138.64,-,-,189.4,-,0.06,,,21
999,Justin Holiday,DEN,F,164.1,136.49,-,-,191.8,-,0.41,,,21
1000,Khem Birch,SAS,C,164.7,140.07,-,-,189.3,-,-1.0,,,21
1001,Immanuel Quickley,NYK,G,164.8,139.46,-,-,190.2,-,0.02,,,21
1001,Malachi Flynn,TOR,G,164.8,139.79,-,-,189.8,-,-1.0,,,21
1003,Naz Reid,MIN,C,165.1,138.78,-,-,191.4,-,0.46,,,21
1004,Xavier Tillman,MEM,F,165.3,139.9,-,-,190.7,-,-1.0,,,21
1004,Jeremy Lamb,FA,G,165.3,139.06,-,-,191.6,-,0.12,,,21
1006,Nerlens Noel,SAC,C,165.4,139.79,-,-,191,-,0.11,,,21
1006,Bol Bol,PHO,F,165.4,138.83,-,-,191.9,-,0.07,,,21
1008,Jordan Nwora,IND,F,165.5,139.96,-,-,191,-,-1.0,,,21
1008,Cameron Payne,SAS,G,165.5,139.77,-,-,191.2,-,-1.0,,,21
1010,Rudy Gay,FA,F,165.6,139.21,-,-,191.9,-,0.13,,,21
1010,Tristan Thompson,FA,C,165.6,139.86,-,-,191.4,-,0.06,,,21
